ticker,company,industry,filing_date,plausible,why,items,p_m1,p_0,p_p1,p_p5,p_p15,avg_vol_before,avg_vol_after,vol_ratio,pct_1d,pct_5d,pct_15d,abs_1d,abs_5d,abs_15d,classification,flagged,vol_spike_2x
MITT,"TPG Mortgage Investment Trust, Inc.",Fintech,2025-12-16,No,,"Item 5.03, Item 7.01, Item 9.01",8.42,8.56,8.65,8.81,8.66,6725.1,8412.2,1.2508661581240428,2.7315914489311215,4.631828978622335,2.8503562945368195,2.7315914489311215,4.631828978622335,2.8503562945368195,FLAT/NONE,False,False
LDI,"loanDepot, Inc.",Fintech,2026-06-08,No,,Item 5.07,1.19,1.14,1.14,1.22,1.25,53433.2,84180.93333333333,1.575442483948806,-4.201680672268911,2.521008403361347,5.042016806722694,4.201680672268911,2.521008403361347,5.042016806722694,GRADUAL,False,False
LDI,"loanDepot, Inc.",Fintech,2026-05-15,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,"Item 1.01, Item 9.01",1.325,1.25,1.19,1.25,1.14,78748.8,57995.333333333336,0.7364598994947648,-10.18867924528302,-5.660377358490563,-13.962264150943401,10.18867924528302,5.660377358490563,13.962264150943401,INSTANT,False,False
LDI,"loanDepot, Inc.",Fintech,2026-05-05,No,,"Item 2.02, Item 7.01, Item 9.01",1.51,1.49,1.39,1.24,1.29,62415.8,73217.33333333333,1.1730576766352963,-7.947019867549676,-17.880794701986755,-14.56953642384106,7.947019867549676,17.880794701986755,14.56953642384106,GRADUAL,False,False
OFS,OFS Capital Corp,Fintech,2026-06-10,No,,Item 5.07,3.45,3.5,3.65,3.89,3.61,1887.1,1010.2666666666667,0.5353540706198223,5.797101449275354,12.753623188405793,4.637681159420281,5.797101449275354,12.753623188405793,4.637681159420281,INSTANT,False,False
OFS,OFS Capital Corp,Fintech,2026-04-30,No,,"Item 2.02, Item 9.01",4.01,4.03,3.87,3.94,3.475,902.8,942.2,1.0436420026583961,-3.49127182044887,-1.745635910224435,-13.341645885286777,3.49127182044887,1.745635910224435,13.341645885286777,GRADUAL,False,False
OFS,OFS Capital Corp,Fintech,2026-03-27,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,"Item 1.01, Item 9.01",3.21,3.23,3.17,3.44,4.15,4820.8,2030.2,0.42113342183869895,-1.2461059190031165,7.165109034267912,29.283489096573224,1.2461059190031165,7.165109034267912,29.283489096573224,GRADUAL,False,False
RC,Ready Capital Corp,Fintech,2026-05-07,No,,"Item 2.02, Item 9.01",2.055,2.16,1.885,1.72,1.77,54739.9,82476.93333333333,1.506705955497422,-8.272506082725068,-16.301703163017038,-13.868613138686136,8.272506082725068,16.301703163017038,13.868613138686136,GRADUAL,False,False
RC,Ready Capital Corp,Fintech,2026-03-24,No,,Item 8.01,1.55,1.535,1.59,1.63,1.7,133499.7,78533.13333333333,0.5882644929788855,2.5806451612903247,5.161290322580635,9.677419354838705,2.5806451612903247,5.161290322580635,9.677419354838705,GRADUAL,False,False
KPLT,"Katapult Holdings, Inc.",Fintech,2026-06-18,No,,"Item 1.01, Item 9.01",6.35,6.35,6.52,6.66,7.69,207.5,160.46666666666667,0.7733333333333333,2.6771653543307075,4.881889763779536,21.10236220472442,2.6771653543307075,4.881889763779536,21.10236220472442,GRADUAL,False,False
KPLT,"Katapult Holdings, Inc.",Fintech,2026-06-08,No,,Item 8.01,5.94,6.19,6.19,6.38,6.7,140.3,225.06666666666666,1.6041815157994772,4.2087542087542085,7.407407407407399,12.794612794612789,4.2087542087542085,7.407407407407399,12.794612794612789,GRADUAL,False,False
